"response","data_scope","engine","model","estimator","component","term","estimate","lower","upper","interval","fit_status","diagnostic_status","boundary","exploratory_only","note"
"lnCVR","matched_subset_232_effects_30_studies","metafor","metafor_DIAG_bridge","REML","study_sd","plant",3.67956168757564e-05,NA,NA,NA,"success","not_assessed",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","metafor","metafor_DIAG_bridge","REML","ratio","residual_plant_animal",2.13723146975025,NA,NA,NA,"success","not_assessed",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","metafor","metafor_DIAG_bridge","REML","ratio","study_plant_animal",0.000173106247252539,NA,NA,NA,"success","not_assessed",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","location","animal",-0.201962989406155,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","location","plant",-0.498557825651389,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","residual_sd","animal",0.286712974336512,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","residual_sd","plant",0.328550651983848,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","study_sd","animal",0.213350963119168,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","study_sd","plant",0.213350963119168,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","ratio","residual_plant_animal",1.14592181516778,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","ratio","study_plant_animal",1,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","location","animal",-0.19567492009303,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","location","plant",-0.46898374729148,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","residual_sd","animal",0.292941283715946,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","residual_sd","plant",0.326419154187515,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","study_sd","animal",0.118397999484222,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","study_sd","plant",0.308455280851862,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","ratio","residual_plant_animal",1.11428184531352,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnRR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","ratio","study_plant_animal",2.6052406476088,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","location","animal",0.259602944613997,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","location","plant",0.452911677331648,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","residual_sd","animal",0.449316231844982,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","residual_sd","plant",0.931700673826389,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","study_sd","animal",0.0836238979117682,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","study_sd","plant",0.0836238979117682,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","ratio","residual_plant_animal",2.07359674054205,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_common_study_scale","ML","ratio","study_plant_animal",1,NA,NA,NA,"success","ok",NA,FALSE,"Matched-subset bridge or direct study-scale fit."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","location","animal",0.248836465162019,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","location","plant",0.448270288275832,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","residual_sd","animal",0.438703522141071,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","residual_sd","plant",0.930749129172821,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","study_sd","animal",0.188491004472576,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","study_sd","plant",3.56782304211006e-05,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","ratio","residual_plant_animal",2.12159028181572,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnCVR","matched_subset_232_effects_30_studies","drmTMB","drmTMB_direct_study_scale","ML","ratio","study_plant_animal",0.000189283464857823,NA,NA,NA,"success","warning_or_boundary",TRUE,FALSE,"Plant study SD is near zero; check_drm reports a boundary/weak-identification warning."
"lnRR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","residual_sd","animal",0.295677395553633,0.2471476998389,0.354835548645447,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnRR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","residual_sd","plant",0.329222556960467,0.288917523873185,0.380011879152637,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnRR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","study_sd","animal",0.153049850473515,0.0689661737717323,0.286117414576812,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnRR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","study_sd","plant",0.376848994028738,0.209823453067382,0.663802361508748,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnRR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","ratio","residual_plant_animal",1.11347113985699,0.890644788599684,1.40155085231389,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnRR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","ratio","study_plant_animal",2.50497961040809,1.00477990901929,6.59510201964118,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnCVR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","residual_sd","animal",0.443873696499004,0.333521066180569,0.582355645162872,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnCVR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","residual_sd","plant",0.937676881521693,0.733475000631576,1.16810562557221,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnCVR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","study_sd","animal",0.254733913941804,0.0824206368899678,0.494191674716245,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnCVR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","study_sd","plant",0.2119369769329,0.0589724738371662,0.581980056804092,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnCVR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","ratio","residual_plant_animal",2.11090635552233,1.4689881198483,3.0328902637923,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
"lnCVR","matched_subset_232_effects_30_studies","blsmeta","blsmeta_direct_study_scale","Bayesian","ratio","study_plant_animal",0.854092881471793,0.200467342918127,3.8415316813776,"95% posterior credible interval","success","failed_convergence",NA,FALSE,"Correctly ordered matched-subset fit; study-SD ratio retained as diagnostic sensitivity only because target-chain convergence failed."
